VCF name,Binomial probability,TP,FP,FN,Precision,Recall,F1-Score
variant_call_results/binom_p0.5_variant_call.vcf,0.5,2816481,56334,63487,0.980390662120603,0.9779556578406426,0.9791716461406592
variant_call_results/binom_p0.6_variant_call.vcf,0.6,2870307,2508,9944,0.9991269886853139,0.9965475231151729,0.9978355888842575
variant_call_results/binom_p0.65_variant_call.vcf,0.65,2870307,2508,9944,0.9991269886853139,0.9965475231151729,0.9978355888842575
variant_call_results/binom_p0.7_variant_call.vcf,0.7,2870245,2581,10006,0.9991015815089392,0.9965259972134373,0.9978121273189982
variant_call_results/binom_p0.75_variant_call.vcf,0.75,2870075,2767,10171,0.9990368422628185,0.9964687044092762,0.9977511207893917
variant_call_results/binom_p0.8_variant_call.vcf,0.8,2870357,2533,9883,0.999118309437535,0.9965686887203844,0.9978418704253162
variant_call_results/binom_p0.85_variant_call.vcf,0.85,2870720,2213,9515,0.9992297070624341,0.9966964501160496,0.9979614709669524
variant_call_results/binom_p0.9_variant_call.vcf,0.9,2869448,3570,10777,0.9987574042348499,0.9962582784331085,0.997506276025539
variant_call_results/binom_p0.95_variant_call.vcf,0.95,2865804,7333,14399,0.9974477374382078,0.9950006996034655,0.9962227158485333
